RESDATE,insurance_cost_millions,QBFASSET,CITY,FAILDATE,CERT,RESTYPE,SAVR,bank_name,ID,fail_year,fail_decade
2/2/1990,6321.0,37524.0,WALNUT RIDGE,1990-02-02,16816.0,FAILURE,BIF,CITIZENS NATIONAL BANK OF WALNUT RIDGE,2639,1990,1990
,,30745.0,JERSEY CITY,1939-02-11,,FAILURE,FDIC,THE NEW JERSEY TITLE GUARANTEE & TRUST CO.,264,1939,1930
2/2/1990,4018.0,21631.0,TAMPA,1990-02-02,26429.0,FAILURE,BIF,COMMERCE BANK OF TAMPA,2640,1990,1990
11/30/1990,2232.0,50377.0,HENDERSON,1990-02-02,27915.0,FAILURE,RTC,HENDERSON HOME S & LA,2641,1990,1990
6/29/1990,672161.0,8217563.0,MIAMI,1990-02-02,29000.0,FAILURE,RTC,"CENTRUST BANK, SB",2642,1990,1990
5/31/1991,54302.0,574684.0,NORTH RIVERSIDE,1990-02-02,29470.0,FAILURE,RTC,CLYDE FS & LA,2643,1990,1990
3/1/1991,217193.0,1935739.0,CLEARWATER,1990-02-02,30803.0,FAILURE,RTC,"PIONEER SAVINGS BANK, FSB",2644,1990,1990
6/15/1990,39326.0,174915.0,PHOENIX,1990-02-02,32261.0,FAILURE,RTC,SENTINEL FS & LA,2645,1990,1990
2/8/1990,3897.0,17910.0,COLBERT,1990-02-08,4237.0,FAILURE,BIF,THE FIRST NATIONAL BANK OF COLBERT,2646,1990,1990
9/7/1990,1304.0,45966.0,FAIRMONT,1990-02-09,28205.0,FAILURE,RTC,FAIRMONT FEDERAL SAVINGS ASSOC.,2647,1990,1990
3/1/1991,434134.0,2018703.0,ALBUQUERQUE,1990-02-09,29127.0,FAILURE,RTC,"ABQ BANK, A FSB",2648,1990,1990
2/8/1991,23524.0,910668.0,DES MOINES,1990-02-09,29728.0,FAILURE,RTC,AMERICAN FEDERAL SAVINGS ASSOC.,2649,1990,1990
,,,CAMDEN,1939-02-11,,FAILURE,FDIC,NORTH CAMDEN TRUST COMPANY,265,1939,1930
6/28/1991,41859.0,334886.0,TIMONIUM,1990-02-09,29840.0,FAILURE,RTC,VERMONT SA,2650,1990,1990
6/22/1990,13327.0,120438.0,HUNTINGTON BEACH,1990-02-09,32094.0,FAILURE,RTC,HUNTINGTON FS & LA,2651,1990,1990
1/4/1991,15321.0,49481.0,RANDALLSTOWN,1990-02-09,32515.0,FAILURE,RTC,LIBERTY SAVINGS BANK FSB,2652,1990,1990
2/15/1990,2835.0,22019.0,HUFFMAN,1990-02-15,21436.0,FAILURE,BIF,HUFFMAN BANK,2653,1990,1990
2/15/1990,8427.0,19138.0,DALLAS,1990-02-15,23452.0,FAILURE,BIF,NORTHWAY NATIONAL BANK,2654,1990,1990
2/15/1990,5864.0,8598.0,PHOENIX,1990-02-15,26667.0,FAILURE,BIF,GATEWAY NATIONAL BANK,2655,1990,1990
8/9/1991,42722.0,360378.0,COLUMBUS,1990-02-16,27850.0,FAILURE,RTC,FREEDOM SA,2656,1990,1990
8/16/1991,82645.0,526339.0,TULSA,1990-02-16,28247.0,FAILURE,RTC,STATE FS & LA,2657,1990,1990
8/22/1990,1080.0,16317.0,DANVILLE,1990-02-16,28829.0,FAILURE,RTC,FIDELITY SAVINGS BANK,2658,1990,1990
9/21/1990,10483.0,1013231.0,OAK PARK,1990-02-16,28911.0,FAILURE,RTC,GREAT AMERICAN FS & LA,2659,1990,1990
,,,GROVETON,1939-02-14,,FAILURE,FDIC,GROVETON NATIONAL BANK,266,1939,1930
11/30/1990,16463.0,225004.0,OMAHA,1990-02-16,29318.0,FAILURE,RTC,HERITAGE FSB,2660,1990,1990
6/10/1994,38167.0,9258163.0,OTTAWA,1990-02-16,30311.0,FAILURE,RTC,FRANKLIN FSA,2661,1990,1990
6/22/1990,3854.0,73176.0,COLUMBUS,1990-02-16,31320.0,FAILURE,RTC,"EQUITABLE S & LA, FA",2662,1990,1990
8/31/1990,26502.0,406574.0,YORBA LINDA,1990-02-16,32101.0,FAILURE,RTC,WESTERN EMPIRE FS & LA,2663,1990,1990
9/7/1990,133.0,4616850.0,PORTLAND,1990-02-21,28220.0,FAILURE,RTC,THE BEN FRANKLIN FS & LA,2664,1990,1990
2/22/1990,2857.0,9717.0,REGENT,1990-02-22,8949.0,FAILURE,BIF,THE FIRST STATE BANK OF REGENT,2665,1990,1990
2/23/1990,12672.0,27843.0,RUIDOSO,1990-02-23,20150.0,FAILURE,BIF,THE BANK OF RUIDOSO,2666,1990,1990
2/23/1990,2131.0,6530.0,RED RIVER,1990-02-23,24752.0,FAILURE,BIF,THE RED RIVER BANK,2667,1990,1990
9/13/1991,233531.0,1296682.0,PLAINFIELD,1990-02-23,27739.0,FAILURE,RTC,FIRST ATLANTIC S & LA,2668,1990,1990
11/9/1990,2579.0,39261.0,BLUEFIELD,1990-02-23,28176.0,FAILURE,RTC,FIRST FEDERAL SAV. ASSOC./BLUEFIELD,2669,1990,1990
,,,SOUTH BEND,1939-02-16,,FAILURE,FDIC,ST. JOSEPH COUNTY SAVINGS BANK,267,1939,1930
8/17/1990,16238.0,244946.0,CASPER,1990-02-23,28311.0,FAILURE,RTC,PROVIDENT SA,2670,1990,1990
6/22/1990,10.0,146865.0,WALLA WALLA,1990-02-23,28488.0,FAILURE,RTC,FRONTIER FS & LA,2671,1990,1990
4/19/1991,203148.0,9581584.0,SAN DIEGO,1990-02-23,28517.0,FAILURE,RTC,IMPERIAL FEDERAL SAVINGS ASSOC.,2672,1990,1990
7/5/1991,25809.0,176858.0,VANDERGRIEF,1990-02-23,29451.0,FAILURE,RTC,VANGUARD SB,2673,1990,1990
11/2/1990,4.0,77577.0,FAIRMONT,1990-02-23,30510.0,FAILURE,RTC,FIRST STANDARD FED. SAVINGS ASSOC.,2674,1990,1990
5/31/1991,4457.0,26663.0,GREENWOOD,1990-02-23,30854.0,FAILURE,RTC,GREENWOOD FS & LA,2675,1990,1990
11/2/1990,2986.0,112025.0,EAST MOLINE,1990-02-23,31073.0,FAILURE,RTC,COMMUNITY FEDERAL SAVINGS BANK,2676,1990,1990
9/21/1990,15683.0,2158830.0,HUNTINGTON BEACH,1990-02-23,31273.0,FAILURE,RTC,MERCURY SAVINGS,2677,1990,1990
8/2/1991,325899.0,248839.0,CONROE,1990-02-23,31660.0,FAILURE,RTC,TEXASBANC SAVINGS,2678,1990,1990
8/16/1991,58132.0,200506.0,FT. WORTH,1990-02-23,31801.0,FAILURE,RTC,NOWLIN SA,2679,1990,1990
,,,SOUTH BEND,1939-02-16,,FAILURE,FDIC,THE ST. JOSEPH LOAN & TRUST COMPANY,268,1939,1930
3/1/1990,2820.0,19653.0,SANGER,1990-03-01,5516.0,FAILURE,BIF,FIRST NATIONAL BANK OF SANGER,2680,1990,1990
3/1/1990,2931.0,9685.0,ONALASKA,1990-03-01,24075.0,FAILURE,BIF,COMMUNITY STATE BANK OF ONALASKA,2681,1990,1990
3/1/1990,6923.0,21155.0,DALLAS,1990-03-01,26608.0,FAILURE,BIF,SEARCH NATIONAL BANK,2682,1990,1990
2/15/1991,160525.0,2734063.0,TUCSON,1990-03-02,30697.0,FAILURE,RTC,PIMA S & LA,2683,1990,1990
9/28/1990,24020.0,341553.0,RICHMOND,1990-03-02,30752.0,FAILURE,RTC,SECURITY FS & LA,2684,1990,1990
11/16/1990,1559.0,30419.0,NEW ATHENS,1990-03-02,31174.0,FAILURE,RTC,NEW ATHENS FS & LA,2685,1990,1990
9/21/1990,41802.0,628098.0,CHARLOTTE,1990-03-02,31744.0,FAILURE,RTC,NORTH CAROLINA FS & LA,2686,1990,1990
12/7/1990,32869.0,172437.0,WINTER HAVEN,1990-03-02,32588.0,FAILURE,RTC,HAVEN FS & LA,2687,1990,1990
3/8/1990,11740.0,36341.0,COLLEGE STATION,1990-03-08,16457.0,FAILURE,BIF,UNIVERSITY NATIONAL BANK OF COLLEGE STATIO,2688,1990,1990
3/8/1990,6668.0,32735.0,SCHULENBERG,1990-03-08,18647.0,FAILURE,BIF,FARMERS STATE BANK,2689,1990,1990
,,,BLACKWOOD,1939-02-18,,FAILURE,FDIC,THE FIRST NAT'L BANK & TR CO. OF BLACKWOOD,269,1939,1930
3/8/1990,1863.0,16160.0,DENTON,1990-03-08,22405.0,FAILURE,BIF,CITIZENS NATIONAL BANK,2690,1990,1990
3/9/1990,2203.0,33087.0,CLEVELAND,1990-03-09,21630.0,FAILURE,BIF,FIRST BANK NATIONAL ASSOCIATION,2691,1990,1990
11/16/1990,38427.0,49198.0,HIAWATHA,1990-03-09,28697.0,FAILURE,RTC,HIAWATHA SAVINGS & LOAN,2692,1990,1990
12/14/1990,10841.0,105531.0,BARTLESVILLE,1990-03-09,30267.0,FAILURE,RTC,PEOPLES FS & LA,2693,1990,1990
10/18/1991,53166.0,205283.0,MAPLEWOOD,1990-03-09,30398.0,FAILURE,RTC,YORKWOOD S & LA,2694,1990,1990
8/23/1991,51884.0,313057.0,PRINCETON,1990-03-09,30795.0,FAILURE,RTC,NASSAU S & LA,2695,1990,1990
6/7/1991,16078.0,81110.0,NASHVILLE,1990-03-09,31873.0,FAILURE,RTC,INVESTORS SAVINGS BANK,2696,1990,1990
8/17/1990,27717.0,169635.0,HANFORD,1990-03-09,31965.0,FAILURE,RTC,WESTPORT FEDERAL SAVINGS BANK,2697,1990,1990
3/15/1990,3756.0,15529.0,MEEKER,1990-03-15,9880.0,FAILURE,BIF,BANK OF MEEKER,2698,1990,1990
3/15/1990,1541.0,15189.0,LIBERTY CITY,1990-03-15,23065.0,FAILURE,BIF,LIBERTY CITY STATE BANK,2699,1990,1990
,,,BETHLEHEM,1935-11-16,,FAILURE,FDIC,E. P. WILBUR TRUST COMPANY,27,1935,1930
,,,FRANKFORT,1939-02-21,,FAILURE,FDIC,PEOPLES STATE BANK,270,1939,1930
3/15/1990,3243.0,12417.0,PHOENIX,1990-03-15,25649.0,FAILURE,BIF,INDEPENDENT NATIONAL BANK,2700,1990,1990
11/16/1990,60274.0,296815.0,BROOKLYN,1990-03-16,29122.0,FAILURE,RTC,NASAU FEDERAL SAVINGS & LOAN,2701,1990,1990
8/24/1990,24793.0,79624.0,DETROIT LAKES,1990-03-16,29137.0,FAILURE,RTC,LAKELAND SAVINGS BANK FSB,2702,1990,1990
6/7/1991,17125.0,84836.0,WICHITA FALLS,1990-03-16,29403.0,FAILURE,RTC,FIRST FS & LA OF WICHITA FALLS,2703,1990,1990
11/16/1990,36506.0,396946.0,WHITESTONE,1990-03-16,30194.0,FAILURE,RTC,WHITESTONE SAVINGS,2704,1990,1990
9/28/1990,16516.0,53244.0,NEW ORLEANS,1990-03-16,31455.0,FAILURE,RTC,"UNITED FEDERAL SAVINGS, FA",2705,1990,1990
6/28/1990,1832.0,24299.0,FORT DODGE,1990-03-16,31547.0,FAILURE,RTC,SUN FEDERAL SAVINGS ASSOC.,2706,1990,1990
12/14/1990,29833.0,159235.0,CORINTH,1990-03-16,31828.0,FAILURE,RTC,GREAT AMERICAN FS & LA,2707,1990,1990
7/12/1991,55672.0,1040267.0,SAN FRANCISCO,1990-03-16,32097.0,FAILURE,RTC,PACIFIC COAST S & LA,2708,1990,1990
9/13/1991,41293.0,187366.0,LONGMONT,1990-03-16,32330.0,FAILURE,RTC,FIRST AMERICA FSB,2709,1990,1990
,,,BROOKSVILLE,1939-02-25,,FAILURE,FDIC,THE FIRST NATIONAL BANK IN BROOKSVILLE,271,1939,1930
3/22/1990,45132.0,147449.0,SAN ANGELO,1990-03-22,5507.0,FAILURE,BIF,THE CENTRAL NATIONAL BANK OF SAN ANGELO,2710,1990,1990
3/22/1990,5254.0,46399.0,MIAMI,1990-03-22,17665.0,FAILURE,BIF,MIAMI NATIONAL BANK,2711,1990,1990
3/22/1990,7459.0,41952.0,NEW CANEY,1990-03-22,19602.0,FAILURE,BIF,COMMUNITY BANK,2712,1990,1990
3/22/1990,4391.0,28327.0,ARLINGTON,1990-03-22,22829.0,FAILURE,BIF,AMERICAN BANK OF ARLINGTON,2713,1990,1990
3/22/1990,3460.0,13354.0,WALLER,1990-03-22,26353.0,FAILURE,BIF,"THE WALLER BANK, NATIONAL ASSOCIATION",2714,1990,1990
3/29/1990,496.0,7616.0,ALVORD,1990-03-29,3071.0,FAILURE,BIF,ALVORD NATIONAL BANK,2715,1990,1990
3/29/1990,2307.0,9394.0,GARLAND,1990-03-29,24014.0,FAILURE,BIF,FIRST NATIONAL BANK OF GARLAND,2716,1990,1990
3/29/1990,3217.0,22767.0,SAN ANTONIO,1990-03-29,26648.0,FAILURE,BIF,"CROWN BANK, NATIONAL ASSOCIATION",2717,1990,1990
3/30/1990,11444.0,65941.0,FORT WORTH,1990-03-30,18840.0,FAILURE,BIF,EVERMAN NATIONAL BANK OF FORT WORTH,2718,1990,1990
3/30/1990,5070.0,23166.0,CORAL GABLES,1990-03-30,26469.0,FAILURE,BIF,IMPERIAL BANK,2719,1990,1990
,,163.0,ROCKY HILL,1939-03-04,,FAILURE,FDIC,THE BANK OF ROCKY HILL,272,1939,1930
4/5/1990,1664.0,13788.0,CEDAR HILL,1990-04-05,18793.0,FAILURE,BIF,FIRST BANK & TRUST COMPANY,2720,1990,1990
4/5/1990,4808.0,20581.0,HOUSTON,1990-04-05,25780.0,FAILURE,BIF,CHAMPIONS POINT NATIONAL BANK,2721,1990,1990
10/11/1991,82102.0,427473.0,MONACA,1990-04-05,27839.0,FAILURE,RTC,"COLONY SAVINGS BANK, FSB",2722,1990,1990
4/12/1990,1959.0,16940.0,BAZINE,1990-04-12,15869.0,FAILURE,BIF,THE BAZINE STATE BANK,2723,1990,1990
8/17/1990,14965.0,150053.0,WARNER ROBINS,1990-04-12,31233.0,FAILURE,RTC,FIRST FEDERAL SAVINGS & LOAN,2724,1990,1990
6/29/1990,3.0,66415.0,MONTEREY PARK,1990-04-12,31271.0,FAILURE,RTC,CONSTITUTION FED. SAVINGS ASSOC.,2725,1990,1990
4/18/1990,148042.0,3391988.0,NEW YORK,1990-04-18,16070.0,FAILURE,BIF,"THE SEAMEN'S BANK OF SAVINGS, FS",2726,1990,1990
4/19/1990,402.0,8744.0,CORINTH,1990-04-19,15051.0,FAILURE,BIF,CORINTH DEPOSIT NATIONAL BANK,2727,1990,1990
4/19/1990,38898.0,228079.0,KERRVILLE,1990-04-19,17952.0,FAILURE,BIF,CHAS. SCHREINER BANK,2728,1990,1990
4/19/1990,6022.0,37343.0,COPPERAS COVE,1990-04-19,18110.0,FAILURE,BIF,COVE STATE BANK,2729,1990,1990
,,461.0,POINT PLEASANT,1939-03-07,,FAILURE,FDIC,THE POINT PLEASANT NATIONAL BANK,273,1939,1930
4/19/1990,3031.0,15830.0,CRANDALL,1990-04-19,22147.0,FAILURE,BIF,FIRST STATE BANK OF CRANDALL,2730,1990,1990
4/19/1990,2351.0,10839.0,ELGIN,1990-04-19,24915.0,FAILURE,BIF,SECURITY NATIONAL BANK OF ELGIN,2731,1990,1990
4/19/1990,1341.0,33510.0,LAFAYETTE,1990-04-19,24941.0,FAILURE,BIF,ACADIANA NATIONAL BANK,2732,1990,1990
4/20/1990,1113.0,5769.0,EVERGREEN,1990-04-20,25831.0,FAILURE,BIF,BERGEN PARK NATIONAL BANK,2733,1990,1990
7/19/1991,14379.0,168158.0,MASSILON,1990-04-20,28307.0,FAILURE,RTC,FIRST SAVINGS & LOAN,2734,1990,1990
8/23/1991,8185.0,45859.0,LAMAR,1990-04-20,30301.0,FAILURE,RTC,HERITAGE FSA,2735,1990,1990
5/22/1991,49152.0,55368.0,SAN ANTONIO,1990-04-20,30305.0,FAILURE,RTC,TEXAS FSA,2736,1990,1990
5/31/1991,8914.0,49813.0,LAUREL,1990-04-20,31897.0,FAILURE,RTC,SOUTHEASTERN FEDERAL SAVINGS BANK,2737,1990,1990
9/14/1990,186061.0,303826.0,LOS ANGELES,1990-04-20,32187.0,FAILURE,RTC,FIRST NETWORK SAVINGS BANK,2738,1990,1990
9/7/1990,9293.0,62602.0,CLEARWATER,1990-04-20,32253.0,FAILURE,RTC,ENTERPRISE FED. FSA,2739,1990,1990
,,342.0,FORESTVILLE,1939-03-08,,FAILURE,FDIC,STATE BANK OF FORESTVILLE,274,1939,1930
4/26/1990,1158.0,37140.0,DALLAS,1990-04-26,18721.0,FAILURE,BIF,TRINITY NATIONAL BANK OF DALLAS,2740,1990,1990
4/26/1990,1029.0,6644.0,CHANDLER,1990-04-26,23002.0,FAILURE,BIF,CENTRAL ARIZONA BANK,2741,1990,1990
4/26/1990,1619.0,26758.0,DALLAS,1990-04-26,24666.0,FAILURE,BIF,"SIGNATURE BANK, NATIONAL ASSOCIATION",2742,1990,1990
4/26/1990,8369.0,25901.0,SCOTTSDALE,1990-04-26,25666.0,FAILURE,BIF,GUARDIAN BANK,2743,1990,1990
8/9/1991,55.0,4291640.0,SANTA BARBARA,1990-04-27,28666.0,FAILURE,RTC,SANTA BARBARA S & L ASSOC.,2744,1990,1990
9/7/1990,354298.0,3491516.0,BURLINGTON,1990-04-27,29581.0,FAILURE,RTC,HOME OWNERS SAVINGS BANK,2745,1990,1990
5/3/1990,12416.0,50460.0,RICHARDSON,1990-05-03,21812.0,FAILURE,BIF,RICHARDSON NATIONAL BANK,2746,1990,1990
5/3/1990,4692.0,18013.0,AUSTIN,1990-05-03,22262.0,FAILURE,BIF,"FIRST NATIONAL BANK, NORTHEAST",2747,1990,1990
5/4/1990,17829.0,41759.0,JACKSONVILLE,1990-05-04,25138.0,FAILURE,BIF,TUCKER STATE BANK,2748,1990,1990
7/6/1990,9892.0,25410.0,INDEPENDENCE,1990-05-04,28257.0,FAILURE,RTC,FIRST FED. SAVINGS BANK & TRUST,2749,1990,1990
,,,RAHWAY,1939-03-11,,FAILURE,FDIC,RAHWAY TRUST COMPANY,275,1939,1930
7/12/1991,391105.0,980569.0,AURORA,1990-05-04,28526.0,FAILURE,RTC,CAPITOL FEDERAL SAVINGS & LOAN,2750,1990,1990
8/16/1991,17873.0,103314.0,MANASQUAN,1990-05-04,30130.0,FAILURE,RTC,MUTUAL AIDE S & LA,2751,1990,1990
11/16/1990,15479.0,26863.0,CARLSBAD,1990-05-04,31433.0,FAILURE,RTC,SECURITY FEDERAL SAVINGS BANK,2752,1990,1990
6/22/1990,1461.0,51805.0,SOUTH SAN FRANCISCO,1990-05-04,31982.0,FAILURE,RTC,PENINSULA S & LA,2753,1990,1990
12/14/1990,16308.0,172343.0,BATESVILLE,1990-05-08,32411.0,FAILURE,RTC,"MISSISSIPPI SAVINGS BANK, FSB",2754,1990,1990
5/9/1990,2442.0,15234.0,DENVER,1990-05-09,25052.0,FAILURE,BIF,CHANCERY NATIONAL BANK,2755,1990,1990
5/10/1990,6291.0,28574.0,GRAND SALINE,1990-05-10,16108.0,FAILURE,BIF,FIRST NATIONAL BANK OF GRAND SALINE,2756,1990,1990
5/10/1990,2305.0,44494.0,DALLAS,1990-05-10,19026.0,FAILURE,BIF,COMMONWEALTH NATIONAL BANK,2757,1990,1990
5/10/1990,2224.0,15317.0,DENVER,1990-05-10,23527.0,FAILURE,BIF,DOMINION NATIONAL BANK OF DENVER,2758,1990,1990
5/10/1990,8608.0,24070.0,DESOTO,1990-05-10,23699.0,FAILURE,BIF,FIRST NATIONAL BANK OF DESOTO,2759,1990,1990
,,,EDEN,1939-03-18,,FAILURE,FDIC,EDEN STATE BANK,276,1939,1930
7/6/1990,43841.0,161452.0,WINDOM,1990-05-11,29182.0,FAILURE,RTC,"UNITED SAVINGS BANK, FSB",2760,1990,1990
8/9/1991,41210.0,137288.0,ARLINGTON,1990-05-11,31134.0,FAILURE,RTC,THE FEDERAL SAVINGS BANC FA,2761,1990,1990
6/21/1991,1414.0,20360.0,BREAUX BRIDGE,1990-05-11,31508.0,FAILURE,RTC,FIRST FSA OF BREAUX BRIDGE,2762,1990,1990
8/16/1991,4904.0,28089.0,CRAIG,1990-05-11,32576.0,FAILURE,RTC,GREAT WEST FEDERAL SAVINGS BANK,2763,1990,1990
12/13/1990,21053.0,245785.0,PATERSON,1990-05-15,30147.0,FAILURE,RTC,UNITED SAVINGS FSB,2764,1990,1990
5/17/1990,32877.0,71615.0,GEORGETOWN,1990-05-17,3216.0,FAILURE,BIF,THE FIRST NATIONAL BANK OF GEORGETOWN,2765,1990,1990
5/17/1990,10857.0,74001.0,TAYLOR,1990-05-17,5547.0,FAILURE,BIF,FIRST-TAYLOR NATIONAL BANK,2766,1990,1990
5/18/1990,95568.0,392219.0,BOSTON,1990-05-18,26862.0,FAILURE,BIF,"MERCHANTSBANK OF BOSTON, A CO-OP",2767,1990,1990
8/16/1991,18829.0,55046.0,JONESBORO,1990-05-18,28811.0,FAILURE,RTC,JONESBORO FEDERAL SA,2768,1990,1990
7/19/1991,29614.0,174251.0,CONROE,1990-05-18,28944.0,FAILURE,RTC,FIRST FEDERAL SAVINGS OF CONROE,2769,1990,1990
,,168.0,FULTON,1939-03-18,,FAILURE,FDIC,THE FULTON STATE BANK,277,1939,1930
8/2/1991,10978.0,54070.0,JENNINGS,1990-05-18,29130.0,FAILURE,RTC,JENNINGS FSA,2770,1990,1990
6/28/1991,16565.0,63198.0,BORGER,1990-05-18,30432.0,FAILURE,RTC,FIRST FSA,2771,1990,1990
7/26/1991,390465.0,5325053.0,DALLAS,1990-05-18,30592.0,FAILURE,RTC,SOUTHWEST SAVINGS ASSOCIATION,2772,1990,1990
5/24/1990,5583.0,42268.0,ALBANY,1990-05-24,11456.0,FAILURE,BIF,GENTRY COUNTY BANK,2773,1990,1990
5/24/1990,3327.0,19438.0,BROOKSHIRE,1990-05-24,15366.0,FAILURE,BIF,FARMERS STATE BANK OF BROOKSHIRE,2774,1990,1990
5/24/1990,34809.0,75928.0,HOUSTON,1990-05-24,24896.0,FAILURE,BIF,"MEMORIAL BANK, NATIONAL ASSOCIATION",2775,1990,1990
5/24/1990,4461.0,16389.0,DALLAS,1990-05-24,25100.0,FAILURE,BIF,MIDWAY NATIONAL BANK,2776,1990,1990
12/7/1990,45217.0,450689.0,FORT SMITH,1990-05-25,27980.0,FAILURE,RTC,FIRST AMERICAN FEDERAL SAVINGS,2777,1990,1990
6/7/1991,29593.0,232334.0,NEW BRAUNFELS,1990-05-25,29324.0,FAILURE,RTC,FIRST FEDERAL SAVINGS & LOAN,2778,1990,1990
8/31/1990,231272.0,1639132.0,CAGUAS,1990-05-25,31078.0,FAILURE,RTC,CAGAUS-CENTRAL FEDERAL SAVINGS,2779,1990,1990
,,61.0,BREMEN,1939-03-18,,FAILURE,FDIC,STATE BANK OF BREMEN,278,1939,1930
5/30/1991,63199.0,127005.0,ELGIN,1990-05-25,31726.0,FAILURE,RTC,REMINGTON FEDERAL SAVINGS ASSOC.,2780,1990,1990
11/9/1990,-433.0,22853.0,SILVIS,1990-05-25,31938.0,FAILURE,RTC,"BANK USA, FEDERAL ASSOCIATION",2781,1990,1990
9/20/1991,446120.0,1613793.0,ORLANDO,1990-05-25,32056.0,FAILURE,RTC,AMERICAN PIONEER SAVINGS BANK,2782,1990,1990
5/31/1990,11189.0,107169.0,HUNTSVILLE,1990-05-31,1193.0,FAILURE,BIF,THE HUNTSVILLE NATIONAL BANK,2783,1990,1990
5/31/1990,3435.0,24752.0,LOS ANGELES,1990-05-31,23499.0,FAILURE,BIF,"THE WILSHIRE BANK, NATIONAL ASSOC",2784,1990,1990
5/31/1990,1677.0,9203.0,DENVER,1990-05-31,25909.0,FAILURE,BIF,ROCKY MOUNTAIN NATIONAL BANK,2785,1990,1990
6/1/1990,94699.0,461659.0,MILFORD,1990-06-01,2614.0,FAILURE,BIF,THE HOME NATIONAL BANK OF MILFORD,2786,1990,1990
6/1/1990,10430.0,118358.0,CORPUS CHRISTI,1990-06-01,3410.0,FAILURE,BIF,"NBC BANK- SOUTH TEXAS, NATIONAL",2787,1990,1990
6/1/1990,66106.0,938232.0,SAN ANTONIO,1990-06-01,5512.0,FAILURE,BIF,"NBC BANK-SAN ANTONIO, NATIONAL ASSOC",2788,1990,1990
6/1/1990,5647.0,63757.0,SEGUIN,1990-06-01,5524.0,FAILURE,BIF,"NBC BANK-SEGUIN, NATIONAL ASSOC",2789,1990,1990
,,223.0,ATKINS,1939-03-23,,FAILURE,FDIC,MERCHANTS & FARMERS BANK,279,1939,1930
6/1/1990,0.0,138742.0,MISSION,1990-06-01,15488.0,FAILURE,BIF,"NBC BANK-RIO GRANDE VALLEY, NA",2790,1990,1990
6/1/1990,296.0,53811.0,BOERNE,1990-06-01,19185.0,FAILURE,BIF,"NBC BANK-BOERNE, NATIONAL ASSOC",2791,1990,1990
6/1/1990,0.0,35133.0,UVALDE,1990-06-01,19307.0,FAILURE,BIF,"NBC BANK-UVALDE, NATIONAL ASSOC",2792,1990,1990
6/1/1990,115996.0,186247.0,HOUSTON,1990-06-01,20276.0,FAILURE,BIF,"NBC BANK-HOUSTON, NATIONAL ASSOC",2793,1990,1990
6/1/1990,5786.0,33805.0,AUSTIN,1990-06-01,22404.0,FAILURE,BIF,"NBC BANK-AUSTIN, NATIONAL ASSOC",2794,1990,1990
6/1/1990,4239.0,26011.0,KERRVILLE,1990-06-01,22685.0,FAILURE,BIF,"NBC BANK-KERRVILLE, NATIONAL ASSOC",2795,1990,1990
5/3/1991,176938.0,720116.0,ANNAPOLIS,1990-06-01,28419.0,FAILURE,RTC,FIRST ANNAPOLIS SAVINGS,2796,1990,1990
7/12/1991,15755.0,104774.0,WEATHERFORD,1990-06-01,28848.0,FAILURE,RTC,MUTUAL S & LA,2797,1990,1990
5/17/1991,3127.0,57943.0,SAN FRANCISCO,1990-06-01,31671.0,FAILURE,RTC,TIME FS & LA,2798,1990,1990
6/7/1991,64122.0,282574.0,DEERFIELD BEACH,1990-06-01,32315.0,FAILURE,RTC,INVESTORS OF FLORIDA,2799,1990,1990
,,73.0,PRESIDIO,1935-11-18,,FAILURE,FDIC,PRESIDIO VALLEY BANK,28,1935,1930
,,132.0,AMORITA,1939-04-06,,FAILURE,FDIC,BANK OF AMORITA,280,1939,1930
6/21/1991,7549.0,42727.0,SUNRISE,1990-06-01,32323.0,FAILURE,RTC,GREAT LIFE FSA,2800,1990,1990
6/7/1990,11665.0,35194.0,HOUSTON,1990-06-07,20240.0,FAILURE,BIF,RICHMARK BANK,2801,1990,1990
6/7/1990,0.0,11718.0,FORT WORTH,1990-06-07,24496.0,FAILURE,BIF,HULEN NATIONAL BANK,2802,1990,1990
6/7/1990,6309.0,131825.0,EL PASO,1990-06-07,24724.0,FAILURE,BIF,TEXAS NATIONAL BANK,2803,1990,1990
6/7/1990,1625.0,12139.0,CLIFTON,1990-06-07,25300.0,FAILURE,BIF,CLIFTON NATIONAL BANK,2804,1990,1990
6/8/1990,3354.0,62435.0,BEVERLY HILLS,1990-06-08,23795.0,FAILURE,BIF,THE MERCHANTS BANK OF CALIFORNIA,2805,1990,1990
12/14/1990,8121.0,64666.0,DELPHI,1990-06-08,28716.0,FAILURE,RTC,HOMETOWN SAVINGS BANK FSB,2806,1990,1990
11/9/1990,139459.0,235780.0,WORCESTER,1990-06-08,30390.0,FAILURE,RTC,HOME FEDERAL,2807,1990,1990
5/10/1991,14543.0,103645.0,MIDLAND,1990-06-08,30770.0,FAILURE,RTC,FIRST BANKERS TRUST,2808,1990,1990
6/14/1990,13507.0,58350.0,DENVER,1990-06-14,3012.0,FAILURE,BIF,NATIONAL CITY BANK OF DENVER,2809,1990,1990
,,,PLAINFIELD,1939-04-08,,FAILURE,FDIC,THE FIRST NATIONAL BANK OF PLAINFIELD,281,1939,1930
6/14/1990,6995.0,43160.0,DEL CITY,1990-06-14,21187.0,FAILURE,BIF,EXCHANGE NATIONAL BANK OF DEL CITY,2810,1990,1990
