RESDATE,insurance_cost_millions,QBFASSET,CITY,FAILDATE,CERT,RESTYPE,SAVR,bank_name,ID,fail_year,fail_decade
12/27/1988,195099.0,163402.0,KILLEEN,1988-12-27,30535.0,ASSISTANCE,FSLIC,KILLEEN S&LA,2037,1988,1980
12/27/1988,657668.0,1815791.0,DALLAS,1988-12-27,32564.0,ASSISTANCE,FSLIC,MONTFORT SAVINGS ASSOCIATION,2038,1988,1980
12/28/1988,85658.0,262690.0,DES MOINES,1988-12-28,31244.0,ASSISTANCE,FSLIC,FIRST FINANCIAL SB,2039,1988,1980
,,117.0,COLFAX,1938-04-09,,FAILURE,FDIC,THE FIRST STATE BANK,204,1938,1930
12/29/1988,47651.0,30584.0,LULING,1988-12-29,28907.0,ASSISTANCE,FSLIC,FIRST FS&LA,2040,1988,1980
12/29/1988,27099.0,43628.0,YOAKUM,1988-12-29,29405.0,ASSISTANCE,FSLIC,YOAKUM FS&LA,2041,1988,1980
12/29/1988,159143.0,140515.0,SEGUIN,1988-12-29,29808.0,ASSISTANCE,FSLIC,SEGUIN SAVINGS ASSOCIATION,2042,1988,1980
12/29/1988,176089.0,886999.0,SPRINGFIELD,1988-12-29,30825.0,ASSISTANCE,FSLIC,AMERICAN SB,2043,1988,1980
12/29/1988,614825.0,396828.0,CORPUS CHRISTI,1988-12-29,31504.0,ASSISTANCE,FSLIC,CHARTER SAVINGS S&LA,2044,1988,1980
12/29/1988,380914.0,171117.0,LLANO,1988-12-29,31562.0,ASSISTANCE,FSLIC,PEOPLES S&LA,2045,1988,1980
12/29/1988,11511.0,28097.0,BURNET,1988-12-29,31797.0,ASSISTANCE,FSLIC,BURNET S&LA,2046,1988,1980
12/29/1988,42689.0,72106.0,SAN ANTONIO,1988-12-29,31860.0,ASSISTANCE,FSLIC,UNION SA,2047,1988,1980
12/29/1988,62677.0,73911.0,GIDDINGS,1988-12-29,31979.0,ASSISTANCE,FSLIC,LEE SAVINGS ASSOCIATION,2048,1988,1980
12/29/1988,53214.0,59110.0,GONZALES,1988-12-29,32042.0,ASSISTANCE,FSLIC,INDEPENDENCE S&LA,2049,1988,1980
,,,HARRISBURG,1938-04-09,,FAILURE,FDIC,THE CITY NATIONAL BANK OF HARRISBURG,205,1938,1930
12/29/1988,112395.0,56154.0,JOHNSON CITY,1988-12-29,32074.0,ASSISTANCE,FSLIC,RANCHERS SAVINGS ASSOCIATION,2050,1988,1980
12/29/1988,23826.0,30712.0,LAMPASAS,1988-12-29,32272.0,ASSISTANCE,FSLIC,KEYSTONE S&LA,2051,1988,1980
12/29/1988,48169.0,64613.0,CORPUS CHRISTI,1988-12-29,32311.0,ASSISTANCE,FSLIC,BAYVIEW FSA,2052,1988,1980
12/30/1988,88.0,213259.0,SALT LAKE CITY,1988-12-30,1259.0,ASSISTANCE,FDIC,TRACY-COLLINS BANK & TRUST COMPANY,2053,1988,1980
12/30/1988,10682.0,127952.0,GREAT FALLS,1988-12-30,28164.0,ASSISTANCE,FSLIC,GREAT FALLS FS&LA,2054,1988,1980
12/30/1988,72446.0,266123.0,MEDFORD,1988-12-30,28323.0,ASSISTANCE,FSLIC,JACKSON COUNTY FSA,2055,1988,1980
12/30/1988,25725.0,1243932.0,JACKSONVILLE,1988-12-30,29251.0,ASSISTANCE,FSLIC,FIRST FS&LA OF JACKSONVILLE,2056,1988,1980
12/30/1988,66541.0,129073.0,SPENCER,1988-12-30,29610.0,ASSISTANCE,FSLIC,NORTHWEST FS&LA,2057,1988,1980
12/30/1988,1520256.0,4644939.0,HOUSTON,1988-12-30,29959.0,ASSISTANCE,FSLIC,UNITED SAVINGS ASSOCIATION OF TEXAS,2058,1988,1980
12/30/1988,747209.0,3125050.0,ENGLEWOOD,1988-12-30,30228.0,ASSISTANCE,FSLIC,COLUMBIA FS&LA,2059,1988,1980
,,,ELLENBORO,1938-04-09,,FAILURE,FDIC,BANK OF ELLENBORO,206,1938,1930
12/30/1988,498015.0,1222965.0,CHICAGO,1988-12-30,30420.0,ASSISTANCE,FSLIC,PATHWAY FINANCIAL,2060,1988,1980
12/30/1988,9031.0,46496.0,SPENCER,1988-12-30,30607.0,ASSISTANCE,FSLIC,HOME FS&LA,2061,1988,1980
12/30/1988,1291299.0,1141671.0,BOYNTON BEACH,1988-12-30,32492.0,ASSISTANCE,FSLIC,BEACH FS&LA,2062,1988,1980
12/31/1988,19528.0,171600.0,PEORIA,1988-12-31,30162.0,ASSISTANCE,FSLIC,PEORIA S&LA,2063,1988,1980
12/31/1988,221291.0,535666.0,SUNRISE,1988-12-31,31946.0,ASSISTANCE,FSLIC,BROWARD FS&LA,2064,1988,1980
1/5/1989,3365.0,12202.0,BENTON,1989-01-05,8139.0,FAILURE,FDIC,BANK OF BENTON,2065,1989,1980
1/12/1989,2687.0,10466.0,HARPER,1989-01-12,13440.0,FAILURE,FDIC,FIRST STATE BANK,2066,1989,1980
1/12/1989,4837.0,49186.0,HOUSTON,1989-01-12,16837.0,FAILURE,FDIC,COMMERCIAL STATE BANK,2067,1989,1980
1/12/1989,31262.0,73322.0,BOSSIER CITY,1989-01-12,17220.0,FAILURE,FDIC,THE NATIONAL BANK OF BOSSIER CITY,2068,1989,1980
1/12/1989,1766.0,13212.0,PIEDMONT,1989-01-12,22239.0,FAILURE,FDIC,ROLLING HILLS STATE BANK,2069,1989,1980
,,,CAMDEN,1938-04-11,,FAILURE,FDIC,CAMDEN SAFE DEPOSIT & TRUST COMPANY,207,1938,1930
1/12/1989,10815.0,26121.0,HOUSTON,1989-01-12,24297.0,FAILURE,FDIC,WEST BELT NATIONAL BANK,2070,1989,1980
1/12/1989,6540.0,24862.0,NEW ORLEANS,1989-01-12,24959.0,FAILURE,FDIC,ORLEANS BANK AND TRUST COMPANY,2071,1989,1980
1/12/1989,5522.0,18195.0,TRAVIS COUNTY,1989-01-12,26655.0,FAILURE,FDIC,OAK HILL NATIONAL BANK,2072,1989,1980
1/19/1989,10167.0,57312.0,HAYNESVILLE,1989-01-19,12718.0,FAILURE,FDIC,THE PLANTERS BANK & TRUST COMPANY,2073,1989,1980
1/19/1989,20984.0,121963.0,DALLAS,1989-01-19,16374.0,FAILURE,FDIC,MERCHANTS STATE BANK,2074,1989,1980
1/19/1989,6929.0,18609.0,CEDAR PARK,1989-01-19,23350.0,FAILURE,FDIC,FIRST NATIONAL BANK OF CEDAR PARK,2075,1989,1980
1/19/1989,16715.0,76623.0,THOMASVILLE,1989-01-19,31743.0,FAILURE,FSLIC,SOUTHERN FEDERAL SB,2076,1989,1980
1/26/1989,4304.0,15630.0,EARTH,1989-01-26,17063.0,FAILURE,FDIC,CITIZENS STATE BANK,2077,1989,1980
1/26/1989,5127.0,8556.0,DECKER PRAIRIE,1989-01-26,24705.0,FAILURE,FDIC,"COMMUNITY BANK, NATIONAL ASSOCIATION",2078,1989,1980
1/26/1989,5351.0,16339.0,DUNCANVILLE,1989-01-26,26205.0,FAILURE,FDIC,FIRST STATE BANK OF TEXAS,2079,1989,1980
,,,CAMDEN,1938-04-11,,FAILURE,FDIC,WEST JERSEY TRUST COMPANY,208,1938,1930
1/27/1989,7394.0,23011.0,ENID,1989-01-27,24537.0,FAILURE,FDIC,OAKWOOD NATIONAL BANK,2080,1989,1980
1/27/1989,4890.0,20761.0,NEW ALBANY,1989-01-27,31846.0,FAILURE,FSLIC,FIRST FS&LA IN NEW ALBANY,2081,1989,1980
1/27/1989,35888.0,265763.0,ESCONDIDO,1989-01-27,32024.0,FAILURE,FSLIC,CARVER S&LA,2082,1989,1980
1/31/1989,2296.0,4438.0,SAN ANTONIO,1989-01-31,24562.0,ASSISTANCE,FDIC,METROPOLITAN NATIONAL BANK,2083,1989,1980
2/3/1989,17317.0,90791.0,ANCHORAGE,1989-02-03,18363.0,FAILURE,FDIC,ALASKA STATEBANK,2084,1989,1980
2/3/1989,55136.0,164016.0,CHICAGO,1989-02-03,29752.0,ASSISTANCE,FSLIC,COOK COUNTY FS&LA,2085,1989,1980
4/20/1990,357885.0,1566752.0,BALTIMORE,1989-02-07,28503.0,FAILURE,RTC,BALTIMORE FEDERAL FINANCIAL,2086,1989,1980
10/13/1989,188260.0,1117704.0,COSTA MESA,1989-02-07,28560.0,FAILURE,RTC,PACIFIC SAVINGS BANK,2087,1989,1980
6/15/1990,1659803.0,1207294.0,SAN ANTONIO,1989-02-07,31503.0,FAILURE,RTC,GILL SA,2088,1989,1980
10/13/1989,329653.0,1402115.0,TAMPA,1989-02-07,32549.0,FAILURE,RTC,FREEDOM S & LA,2089,1989,1980
,,210.0,IPSWICH,1938-04-12,,FAILURE,FDIC,FIRST STATE BANK OF IPSWICH,209,1938,1930
2/9/1989,30009.0,148098.0,BRYAN,1989-02-09,1178.0,FAILURE,FDIC,FIRST BANK & TRUST,2090,1989,1980
2/9/1989,28589.0,100126.0,HOUSTON,1989-02-09,17326.0,FAILURE,FDIC,CITIZENS BANK,2091,1989,1980
2/9/1989,17042.0,40169.0,HOUSTON,1989-02-09,22233.0,FAILURE,FDIC,CITIZENS BANK HOUSTON,2092,1989,1980
5/25/1990,88043.0,159337.0,SALT LAKE CITY,1989-02-10,28553.0,FAILURE,RTC,DESERET S & L ASSOC.,2093,1989,1980
7/26/1991,792616.0,1583318.0,LITTLE ROCK,1989-02-10,28782.0,FAILURE,RTC,FIRST FEDERAL OF ARKANSAS,2094,1989,1980
9/20/1991,618396.0,806012.0,LITTLE ROCK,1989-02-10,29423.0,FAILURE,RTC,SAVERS FS & LA,2095,1989,1980
2/2/1990,1307798.0,4388466.0,DALLAS,1989-02-10,31095.0,FAILURE,RTC,BRIGHT BANC,2096,1989,1980
3/1/1991,1050422.0,747076.0,ALBUQUERQUE,1989-02-10,31136.0,FAILURE,RTC,SANDIA FS & LA,2097,1989,1980
2/10/1989,2877.0,46132.0,SIGNAL HILL,1989-02-10,32159.0,FAILURE,FSLIC,SIGNAL S&LA,2098,1989,1980
10/5/1990,754794.0,3255576.0,MINNEAPOLIS,1989-02-13,30540.0,FAILURE,RTC,MIDWEST FEDERAL SAVINGS,2099,1989,1980
,,301.0,PENDER,1935-06-29,,FAILURE,FDIC,THE FIRST NATIONAL BANK OF PENDER,21,1935,1930
,,194.0,HUMBOLDT,1938-04-19,,FAILURE,FDIC,BANK OF HUMBOLDT,210,1938,1930
10/13/1989,2177985.0,4480389.0,HOUSTON,1989-02-14,30685.0,FAILURE,RTC,UNIVERSITY FEDERAL SAVINGS,2100,1989,1980
2/15/1989,2093.0,9035.0,HOUSTON,1989-02-15,24359.0,FAILURE,FDIC,FIRST CONTINENTAL NATIONAL BANK,2101,1989,1980
2/16/1989,263.0,1731.0,ARCADIA,1989-02-16,13830.0,FAILURE,FDIC,THE HOME STATE BANK,2102,1989,1980
2/16/1989,70473.0,270401.0,SHREVEPORT,1989-02-16,17537.0,FAILURE,FDIC,LOUISIANA BANK & TRUST COMPANY,2103,1989,1980
2/16/1989,5067.0,19334.0,HOUSTON,1989-02-16,22078.0,FAILURE,FDIC,SECURITY BANK,2104,1989,1980
2/16/1989,24824.0,39677.0,HOUSTON,1989-02-16,25335.0,FAILURE,FDIC,TEXAS NATIONAL BANK,2105,1989,1980
2/16/1989,5821.0,8252.0,SAN ANTONIO,1989-02-16,25812.0,FAILURE,FDIC,WESTPOINT NATIONAL BANK,2106,1989,1980
2/17/1989,85736.0,272709.0,ABILENE,1989-02-17,16751.0,FAILURE,FDIC,THE FIRST STATE BANK,2107,1989,1980
6/22/1990,133114.0,834034.0,KANSAS CITY,1989-02-17,27845.0,FAILURE,RTC,ANCHOR SA,2108,1989,1980
6/15/1990,233113.0,839230.0,KANSAS CITY,1989-02-17,27974.0,FAILURE,RTC,BLUE VALLEY FS & LA,2109,1989,1980
,,186.0,TURTLE LAKE,1938-04-19,,FAILURE,FDIC,FIRST STATE BANK,211,1938,1930
6/8/1990,152495.0,2180662.0,SALT LAKE CITY,1989-02-17,28582.0,FAILURE,RTC,AMERICAN S & LA,2110,1989,1980
5/11/1990,66541.0,188821.0,KANSAS CITY,1989-02-17,28698.0,FAILURE,RTC,"SUN SAVINGS ASSOCIATION, FA",2111,1989,1980
2/9/1990,27155.0,185407.0,FOND DU LAC,1989-02-17,28814.0,FAILURE,RTC,COMMUNITY SAVING & LOAN,2112,1989,1980
5/18/1990,32005.0,139096.0,NEBRASKA CITY,1989-02-17,29149.0,FAILURE,RTC,MIDWEST FED. S & L ASSOC.,2113,1989,1980
5/29/1990,63182.0,468800.0,LANSING,1989-02-17,29383.0,FAILURE,RTC,CONCORDIA FEDERAL BANK FOR SAVINGS,2114,1989,1980
5/11/1990,181099.0,316765.0,GERING,1989-02-17,29400.0,FAILURE,RTC,PLATTE VALLEY FS & LA,2115,1989,1980
11/16/1990,28607.0,225241.0,FREMONT,1989-02-17,29936.0,FAILURE,RTC,EQUITABLE FEDERAL SAVINGS BANK,2116,1989,1980
5/4/1990,55864.0,381335.0,BIRMINGHAM,1989-02-17,29965.0,FAILURE,RTC,GUARANTY FED. S & L ASSOC.,2117,1989,1980
6/7/1991,131532.0,278145.0,PASSAIC,1989-02-17,30050.0,FAILURE,RTC,NORTH JERSEY FEDERAL SAV. ASSOC.,2118,1989,1980
6/22/1990,155679.0,677311.0,OMAHA,1989-02-17,30186.0,FAILURE,RTC,OCCIDENTAL/NEBRASKA FSB,2119,1989,1980
,,168.0,CAROLINE,1938-04-20,,FAILURE,FDIC,CAROLINE STATE BANK,212,1938,1930
9/15/1989,38924.0,56264.0,SCOTTSBLUFF,1989-02-17,30522.0,FAILURE,RTC,NILE VALLEY FEDERAL S & L ASSOC.,2120,1989,1980
7/19/1991,723170.0,2265334.0,PHOENIX,1989-02-17,30608.0,FAILURE,RTC,SOUTHWEST S & LA,2121,1989,1980
6/8/1990,99288.0,334418.0,LARGO,1989-02-17,31242.0,FAILURE,RTC,FIRST FS & LA,2122,1989,1980
3/15/1991,788548.0,626922.0,SCOTTSDALE,1989-02-17,31399.0,FAILURE,RTC,SECURITY S & LA,2123,1989,1980
4/12/1990,19019.0,145634.0,WESTPORT,1989-02-17,31420.0,FAILURE,RTC,COLUMBIA FED. SAVINGS BANK,2124,1989,1980
6/29/1990,30897.0,198693.0,HOBOKEN,1989-02-17,31532.0,FAILURE,RTC,ELYSIAN FEDERAL SAVINGS BANK,2125,1989,1980
9/7/1990,303459.0,207028.0,BATESVILLE,1989-02-17,31614.0,FAILURE,RTC,INDEPENDENCE FS & LA,2126,1989,1980
8/24/1990,236661.0,328396.0,LOS ANGELES,1989-02-17,31927.0,FAILURE,RTC,WESTWOOD S & L ASSOC.,2127,1989,1980
5/18/1990,250165.0,380658.0,METAIRIE,1989-02-17,32471.0,FAILURE,RTC,HORIZON FED. S & L ASSOC.,2128,1989,1980
10/6/1989,161958.0,143273.0,BOCA RATON,1989-02-17,32535.0,FAILURE,RTC,SOUTHERN FLORIDABANC FEDERAL,2129,1989,1980
,,176.0,IRENE,1938-04-25,,FAILURE,FDIC,STATE BANK OF IRENE,213,1938,1930
9/14/1990,81252.0,250776.0,METAIRIE,1989-02-17,32552.0,FAILURE,RTC,"FRENCH MARKET HOMESTEAD, FSA",2130,1989,1980
1/26/1990,22493.0,92684.0,SCOTTSDALE,1989-02-17,32585.0,FAILURE,RTC,UNIVERSAL SAVINGS & LOAN,2131,1989,1980
5/25/1990,71419.0,241532.0,OGDEN,1989-02-17,32621.0,FAILURE,RTC,MOUNTAINWEST S & L ASSOC.,2132,1989,1980
2/24/1989,8009.0,28388.0,CHAMPAIGN,1989-02-24,31478.0,FAILURE,FSLIC,MID-STATE S&LA,2133,1989,1980
2/24/1989,5093.0,11947.0,PIKEVILLE,1989-02-24,31886.0,FAILURE,FSLIC,FIRST VALLEY S&LA,2134,1989,1980
7/12/1991,595212.0,807256.0,SAN ANTONIO,1989-02-28,31040.0,FAILURE,RTC,COMMERCE SA,2135,1989,1980
5/4/1990,15351.0,47511.0,MEDICINE LODGE,1989-03-02,27726.0,FAILURE,RTC,THE BARBER COUNTY S & L ASSOC.,2136,1989,1980
5/4/1990,13814.0,84337.0,PARSONS,1989-03-02,27864.0,FAILURE,RTC,PEOPLES S & L ASSOC.,2137,1989,1980
5/4/1990,6226.0,83343.0,PARSONS,1989-03-02,28146.0,FAILURE,RTC,MID AMERICA FED. S & L ASSOC.,2138,1989,1980
11/9/1990,103273.0,222449.0,HUTCHINSON,1989-03-02,28159.0,FAILURE,RTC,VALLEY FS & LA OF HUTCHINSON,2139,1989,1980
,,,SUSSEX,1938-05-14,,FAILURE,FDIC,SUSSEX STATE BANK,214,1938,1930
3/9/1990,821419.0,2637921.0,SAN ANTONIO,1989-03-02,28410.0,FAILURE,RTC,SAN ANTONIO SAVINGS,2140,1989,1980
5/18/1990,6.0,221120.0,TOPEKA,1989-03-02,28850.0,FAILURE,RTC,SHAWNEE FED. S & L ASSOC.,2141,1989,1980
6/22/1990,87653.0,132289.0,HOT SPRINGS,1989-03-02,29217.0,FAILURE,RTC,LANDMARK SAVINGS BANK FSB,2142,1989,1980
12/14/1990,59911.0,155938.0,WELLINGTON,1989-03-02,29264.0,FAILURE,RTC,FIRST FSB OF KANSAS,2143,1989,1980
4/20/1990,75118.0,183526.0,HUTCHINSON,1989-03-02,29305.0,FAILURE,RTC,FIRST FEDERAL SAVINGS/HUTCHINSON,2144,1989,1980
8/18/1989,45737.0,90553.0,COFFEYVILLE,1989-03-02,29909.0,FAILURE,RTC,FIRST FS & LA OF COFFEYVILLE,2145,1989,1980
11/2/1990,29055.0,125628.0,FAYETTEVILLE,1989-03-02,30672.0,FAILURE,RTC,FIRST FED. S & L ASSOC.,2146,1989,1980
8/25/1989,19495.0,51090.0,MALVERN,1989-03-02,30740.0,FAILURE,RTC,FIRST FED. S & L ASSOC.,2147,1989,1980
1/12/1990,133969.0,137633.0,ANCHORAGE,1989-03-02,30856.0,FAILURE,RTC,FIRST FEDERAL BANK OF ALASKA,2148,1989,1980
5/3/1991,703278.0,569948.0,SAN ANTONIO,1989-03-02,30924.0,FAILURE,RTC,ALAMO SA OF TEXAS,2149,1989,1980
,,78.0,ANDOVER,1938-05-17,,FAILURE,FDIC,CITIZENS STATE BANK OF ANDOVER,215,1938,1930
10/26/1990,52219.0,107606.0,MOUNTAIN HOME,1989-03-02,31112.0,FAILURE,RTC,FIRST STATE SAVINGS BANK,2150,1989,1980
8/10/1990,2471.0,10849.0,KERMIT,1989-03-02,31116.0,FAILURE,RTC,PERMIAN S & L ASSOC.,2151,1989,1980
9/22/1989,45740.0,70304.0,LIBERAL,1989-03-02,31132.0,FAILURE,RTC,COLONIAL SAVINGS ASSOCIATION,2152,1989,1980
10/26/1990,59276.0,95761.0,BROWNSVILLE,1989-03-02,31394.0,FAILURE,RTC,SOUTHMOST S & L,2153,1989,1980
1/11/1991,24265.0,18422.0,CORPUS CHRISTI,1989-03-02,31625.0,FAILURE,RTC,PADRE FEDERAL S & L,2154,1989,1980
12/7/1990,15247.0,37061.0,OSCEOLA,1989-03-02,31653.0,FAILURE,RTC,COMMONWEALTH S & L ASSOC.,2155,1989,1980
5/4/1990,83523.0,97768.0,SAN ANTONIO,1989-03-02,31656.0,FAILURE,RTC,MISSION SA OF TEXAS,2156,1989,1980
1/12/1990,63198.0,91476.0,ANCHORAGE,1989-03-02,31675.0,FAILURE,RTC,HOME SAVINGS BANK,2157,1989,1980
5/4/1990,307570.0,216989.0,SAN ANTONIO,1989-03-02,31765.0,FAILURE,RTC,FIRST STATE SAVINGS,2158,1989,1980
9/14/1990,29466.0,49224.0,SAN ANTONIO,1989-03-02,31874.0,FAILURE,RTC,SUBURBAN SAVINGS ASSOC.,2159,1989,1980
,,186.0,ANKENY,1938-05-19,,FAILURE,FDIC,FARMERS SAVINGS BANK,216,1938,1930
12/7/1990,78589.0,77305.0,KINGSVILLE,1989-03-02,31908.0,FAILURE,RTC,VISION BANC SAVINGS ASSOC.,2160,1989,1980
11/30/1990,61787.0,114698.0,MCCRORY,1989-03-02,31917.0,FAILURE,RTC,MADISON GUARANTY S & LA,2161,1989,1980
6/22/1990,18319.0,18901.0,TRUMANN,1989-03-02,31933.0,FAILURE,RTC,UNIPOINT FED. SAVINGS BANK,2162,1989,1980
8/25/1989,56785.0,37215.0,MOUNTAIN HOME,1989-03-02,31937.0,FAILURE,RTC,HOME FED. S & L ASSOC.,2163,1989,1980
9/8/1989,25243.0,57436.0,HARAHAN,1989-03-02,31968.0,FAILURE,RTC,ELMWOOD FED. S & L ASSOC.,2164,1989,1980
5/4/1990,118928.0,69720.0,SAN ANTONIO,1989-03-02,31970.0,FAILURE,RTC,LA HACIENDA SAVINGS ASSOC.,2165,1989,1980
9/8/1989,35326.0,63543.0,MARRERO,1989-03-02,31993.0,FAILURE,RTC,ENTERPRISE FEDERAL SAVINGS,2166,1989,1980
6/1/1990,26311.0,38718.0,SLIDELL,1989-03-02,32019.0,FAILURE,RTC,FOUNTAINBLEAU FEDERAL,2167,1989,1980
6/8/1990,7489.0,71820.0,ANNAPOLIS,1989-03-02,32450.0,FAILURE,RTC,GIBRALTAR S & L ASSOC.,2168,1989,1980
6/15/1990,652855.0,813605.0,SAN ANTONIO,1989-03-02,32462.0,FAILURE,RTC,BEXAR SAVINGS ASSOCIATION,2169,1989,1980
,,122.0,BEULAH,1938-05-31,,FAILURE,FDIC,GERMAN STATE BANK OF BEULAH,217,1938,1930
9/15/1989,34350.0,25882.0,LA PLACE,1989-03-02,32553.0,FAILURE,RTC,FIRST SAVINGS OF LOUISIANA,2170,1989,1980
5/11/1990,50263.0,96590.0,TOPEKA,1989-03-02,32561.0,FAILURE,RTC,TOPEKA SAVINGS,2171,1989,1980
3/9/1989,5333.0,14235.0,CALVERT,1989-03-09,13247.0,FAILURE,FDIC,CITIZENS BANK AND TRUST,2172,1989,1980
3/9/1989,2329.0,16693.0,AUSTIN,1989-03-09,23590.0,FAILURE,FDIC,LAKEWAY NATIONAL BANK,2173,1989,1980
3/9/1989,15795.0,46672.0,AUSTIN,1989-03-09,25662.0,FAILURE,FDIC,BANK OF THE WEST,2174,1989,1980
3/16/1990,20189.0,106442.0,GALVESTON,1989-03-09,27627.0,FAILURE,RTC,BANKERS S & L ASSOC.,2175,1989,1980
5/25/1990,18185.0,300987.0,ATLANTA,1989-03-09,27702.0,FAILURE,RTC,FIRST FED. S & L ASSOC.,2176,1989,1980
2/2/1990,5.0,107314.0,ST. JOSEPH,1989-03-09,27812.0,FAILURE,RTC,PEOPLES SAVINGS ASSOC.,2177,1989,1980
12/15/1989,19366.0,220282.0,MONROEVILLE,1989-03-09,27885.0,FAILURE,RTC,CONCORD-LIBERTY FED. S & L ASSOC.,2178,1989,1980
5/25/1990,306099.0,558585.0,COLORADO SPRINGS,1989-03-09,28131.0,FAILURE,RTC,OTERO S & L ASSOC.,2179,1989,1980
,,205.0,LEOPOLIS,1938-06-03,,FAILURE,FDIC,LEOPOLIS STATE BANK,218,1938,1930
2/2/1990,6322.0,117449.0,GRAND JUNCTION,1989-03-09,28354.0,FAILURE,RTC,MESA FS & LA OF COLORADO,2180,1989,1980
2/2/1990,86743.0,83809.0,GRAND JUNCTION,1989-03-09,28414.0,FAILURE,RTC,VALLEY FEDERAL S & L ASSOC.,2181,1989,1980
1/26/1990,2200.0,70408.0,GRAND JUNCTION,1989-03-09,28775.0,FAILURE,RTC,MODERN FED. S & L ASSOC.,2182,1989,1980
6/29/1990,194784.0,354939.0,COLORADO SPRINGS,1989-03-09,28819.0,FAILURE,RTC,FIRST FED. S & LA OF COLORADO SPR.,2183,1989,1980
6/22/1990,16740.0,57654.0,STEAMBOAT SPRINGS,1989-03-09,29168.0,FAILURE,RTC,ALPINE SAVINGS,2184,1989,1980
7/19/1991,16111.0,43757.0,LIBERTY,1989-03-09,29204.0,FAILURE,RTC,LIBERTY COUNTY FS & LA,2185,1989,1980
7/20/1990,162106.0,289521.0,PARKER,1989-03-09,29553.0,FAILURE,RTC,SUN S & LA,2186,1989,1980
6/15/1990,15288.0,73942.0,TRENTON,1989-03-09,29718.0,FAILURE,RTC,CENTURY FEDERAL SAVINGS BANK,2187,1989,1980
10/13/1989,730668.0,3004007.0,RED HILL,1989-03-09,30204.0,FAILURE,RTC,HILL FINANCIAL SA,2188,1989,1980
12/15/1989,8.0,90309.0,BEAVER FALLS,1989-03-09,30325.0,FAILURE,RTC,LIBERTY BELL SAVINGS ASSOC.,2189,1989,1980
,,217.0,RUSSELL,1938-06-17,,FAILURE,FDIC,RUSSELL STATE BANK & TRUST COMPANY,219,1938,1930
6/8/1990,161092.0,180609.0,ROSWELL,1989-03-09,30427.0,FAILURE,RTC,VALLEY FEDERAL SAVINGS,2190,1989,1980
9/6/1991,882240.0,2641392.0,HOUSTON,1989-03-09,30761.0,FAILURE,RTC,BENJAMIN FRANKLIN SA,2191,1989,1980
6/22/1990,5245.0,32804.0,SUMMERVILLE,1989-03-09,30902.0,FAILURE,RTC,FIRST FED. S & L ASSOC.,2192,1989,1980
9/20/1991,32994.0,39353.0,LAPORTE,1989-03-09,30925.0,FAILURE,RTC,BAYSHORE SA,2193,1989,1980
8/31/1990,102508.0,99874.0,HOUSTON,1989-03-09,30937.0,FAILURE,RTC,SPRING BRANCH S & LA,2194,1989,1980
9/20/1991,964160.0,751461.0,PASADENA,1989-03-09,31128.0,FAILURE,RTC,BANCPLUS SAVINGS ASSOCIATION,2195,1989,1980
8/10/1990,83319.0,76368.0,BAYTOWN,1989-03-09,31163.0,FAILURE,RTC,CITIZENS OF TEXAS S & L ASSOC.,2196,1989,1980
6/8/1990,52896.0,188882.0,ALBUQUERQUE,1989-03-09,31290.0,FAILURE,RTC,AMERICAN FS & LA,2197,1989,1980
12/15/1989,1941.0,26035.0,HAMILTON,1989-03-09,31342.0,FAILURE,RTC,FIRST SAVINGS BANK OF ALABAMA,2198,1989,1980
5/11/1990,208016.0,176543.0,HOUSTON,1989-03-09,31413.0,FAILURE,RTC,AMERIWAY SAVINGS,2199,1989,1980
,,91.0,GRANTVILLE,1935-07-20,,FAILURE,FDIC,BANK OF GRANTVILLE,22,1935,1930
,,,NEWPORT,1938-06-22,,FAILURE,FDIC,CENTRAL SAVINGS BANK,220,1938,1930
9/28/1990,243504.0,281282.0,LAKE JACKSON,1989-03-09,31417.0,FAILURE,RTC,AMERICAN S & LA OF BRAZORIA,2200,1989,1980
10/6/1989,23066.0,91864.0,CLEVELAND,1989-03-09,31556.0,FAILURE,RTC,TRINITY VALLEY SAVINGS,2201,1989,1980
9/22/1989,75415.0,70918.0,HOUSTON,1989-03-09,31571.0,FAILURE,RTC,FIRST CAPITAL SAVINGS ASSOC./TEXAS,2202,1989,1980
6/22/1990,289958.0,142144.0,HOUSTON,1989-03-09,31582.0,FAILURE,RTC,UNIVERSAL SA,2203,1989,1980
8/18/1989,57443.0,58656.0,BAYTOWN,1989-03-09,31707.0,FAILURE,RTC,CENTURY SAVINGS & LOAN,2204,1989,1980
9/15/1989,62186.0,50315.0,HUMBLE,1989-03-09,31730.0,FAILURE,RTC,HUMBLE S & L ASSOC.,2205,1989,1980
5/11/1990,91331.0,87146.0,TOMBALL,1989-03-09,31767.0,FAILURE,RTC,FIRST EQUITY SA,2206,1989,1980
11/8/1990,272685.0,154812.0,BAY CITY,1989-03-09,31806.0,FAILURE,RTC,WESTERN GULF SAVINGS,2207,1989,1980
5/4/1990,2687.0,11474.0,TULLAHOMA,1989-03-09,31829.0,FAILURE,RTC,UNITED GUARANTY FED. SAVINGS BANK,2208,1989,1980
6/15/1990,19159.0,72216.0,MT. CARMEL,1989-03-09,31866.0,FAILURE,RTC,LINCOLN FS & LA,2209,1989,1980
,,,JEFFERSON,1938-06-24,,FAILURE,FDIC,THE BANK OF ASHE,221,1938,1930
