RBCRWAJ,ROA,REPDTE,ROE,ASSET,STNAME,CERT,NETINC,LNLSNET,LNLSDEPR,DEP,EQTOT,ID
14.001011321776927,1.6330187386907498,20191231,11.31,11397638,MASSACHUSETTS,9712,171065.0,8839206,95.13860485861822,9290872,1741544.0,9712_20191231
14.134453920448701,1.7522209422392732,20191231,12.38,11335522,TEXAS,17491,185601.0,8850145,101.29985616800712,8736582,1527939.0,17491_20191231
15.832301131710155,1.883141738151882,20191231,10.99,11279433,CALIFORNIA,21716,213185.0,7495917,85.80507768845246,8735983,2003692.0,21716_20191231
14.554484483732338,1.3127341943529964,20191231,9.3,11209976,NEW YORK,6989,142462.0,6840631,74.0006559920831,9244014,1562023.0,6989_20191231
0.0,0.0,20191231,,10834298,NEW YORK,33682,,8400861,105.15910255904734,7988715,,33682_20191231
23.16536478570291,2.8841577202112387,20191231,21.28,10826655,UTAH,57408,295523.0,1329435,15.269941428095906,8706222,1587522.0,57408_20191231
0.0,0.0,20191231,,10774363,NEW YORK,33681,,8064509,138.94934802685083,5803920,,33681_20191231
13.858400397003715,1.1050442254822088,20191231,8.7,10624748,PENNSYLVANIA,28178,115103.0,8769233,99.24709345819566,8835758,1311045.0,28178_20191231
17.08731066057544,1.6728174641103697,20191231,10.63,10573584,UTAH,35141,173790.0,7775259,122.05456434329611,6370314,1687550.0,35141_20191231
0.0,0.0,20191231,,10510417,NEW YORK,33690,,7407503,135.6500192464546,5460746,,33690_20191231
16.981285523886847,0.5660403627768779,20191231,3.12,10055910,NEW YORK,34967,55292.0,7181584,94.08062109906994,7633436,1818936.0,34967_20191231
12.666103088275909,1.141687040225265,20191231,8.34,9807688,NEW JERSEY,12010,112321.0,7277360,101.65137245611761,7159136,1364237.0,12010_20191231
15.05996395899285,1.0440593546900705,20191231,9.93,9777011,NEW YORK,19977,100386.0,6778014,82.92633689996593,8173536,1068425.0,19977_20191231
13.176648964002752,0.8287031703364721,20191231,11.22,9767997,TEXAS,29209,74521.0,6672591,98.45494609655992,6777304,692985.0,29209_20191231
14.9158669451091,1.2662607892856201,20191231,8.8,9679115,ILLINOIS,16450,121604.0,6703212,84.64981115720701,7918756,1417941.0,16450_20191231
12.728184980836103,1.2187799972131284,20191231,10.56,9642935,NEW YORK,7230,116417.0,7074864,92.53794946349846,7645365,1141901.0,7230_20191231
15.700553711189452,2.2508801096497097,20191231,16.73,9341888,UTAH,57570,211362.0,7310681,103.43588803252139,7067838,1194120.0,57570_20191231
24.335555886698074,0.9825007046939187,20191231,7.73,9255666,KANSAS,27981,91956.0,7431311,129.74493293998864,5727631,1174713.0,27981_20191231
13.358317671058643,0.8014705605106561,20191231,5.54,9253736,PUERTO RICO,31469,56116.0,6641847,86.10290220911794,7713848,1027634.0,31469_20191231
19.41570890631425,0.8067781864180958,20191231,6.85,9043235,PENNSYLVANIA,32245,70758.0,7274059,104.52968847560192,6958845,1075274.0,32245_20191231
15.520435272028891,1.7900832624102618,20191231,11.87,8950172,MARYLAND,34742,155292.0,7528797,103.59356488979212,7267630,1333606.0,34742_20191231
12.290576821881755,1.7690876726564209,20191231,18.08,8946415,ALABAMA,57993,152172.0,7191179,95.36735210272417,7540504,905460.0,57993_20191231
13.093875003458974,0.9149960459456784,20191231,9.61,8796241,MASSACHUSETTS,24811,78646.0,6912108,94.74367247711905,7295588,852232.0,24811_20191231
12.807319214005997,1.342016733565447,20191231,10.25,8747957,PENNSYLVANIA,11124,102173.0,7080184,100.51248679033355,7044084,1198965.0,11124_20191231
18.9098889674573,1.929935498067571,20191231,11.36,8724864,TEXAS,19629,165623.0,5180025,82.37055918685702,6288685,1506865.0,19629_20191231
13.443683916798598,1.4206404449260892,20191231,10.53,8616347,MARYLAND,4865,119254.0,6702799,102.66753667874423,6528645,1242229.0,4865_20191231
11.693764354381281,1.372797689910186,20191231,13.85,8528848,OHIO,6653,113600.0,6426731,90.19832813832654,7125111,894739.0,6653_20191231
11.649294383354821,0.6450664282215867,20191231,5.68,8443364,NEBRASKA,32325,55269.0,6260225,89.6944495029086,6979501,878252.0,32325_20191231
19.83402300845068,1.0124898699747693,20191231,8.7,8296257,NEW YORK,26876,79000.0,2877858,41.613389356568575,6915702,943699.0,26876_20191231
13.66878798738575,1.388071790110235,20191231,10.68,8288367,PENNSYLVANIA,7468,111709.0,6153487,91.84085521501491,6700163,1078711.0,7468_20191231
13.285622070949382,1.163356346139222,20191231,7.86,8253751,NEW JERSEY,28359,93134.0,6207680,97.73617618357716,6351466,1203132.0,28359_20191231
18.31224626859807,1.9757242370269212,20191231,15.22,8228226,TEXAS,3066,157564.0,4170698,61.93931467970037,6733523,1083399.0,3066_20191231
14.252141500419551,0.7824963773523396,20191231,7.21,8177933,NEW JERSEY,28834,55859.0,6138757,104.94769588889295,5849349,785964.0,28834_20191231
11.726701362881181,0.7892314077431335,20191231,7.71,8090901,OKLAHOMA,4239,59490.0,5926523,89.75421690980149,6603058,812395.0,4239_20191231
15.079242334209733,0.8032577809768021,20191231,5.8,7992400,CALIFORNIA,33806,61834.0,5859881,90.37375085825961,6484052,1099147.0,33806_20191231
13.15469345978109,0.788876113482339,20191231,7.39,7975320,FLORIDA,22953,62717.0,5692116,97.07187265084715,5863816,815298.0,22953_20191231
12.436707021362983,1.4253263823294382,20191231,9.01,7951294,TEXAS,57665,99949.0,5905451,99.41235874801507,5940359,1288249.0,57665_20191231
0.0,0.0,20191231,,7904007,NEW YORK,33686,,3876151,128.5559116832739,3015148,,33686_20191231
17.456360916509094,0.35464956844665346,20191231,3.15,7802069,CALIFORNIA,35498,32818.0,5916878,107.5363703791076,5502211,994599.0,35498_20191231
14.13861481572502,1.6930802745392164,20191231,15.44,7724832,OKLAHOMA,27476,129155.0,5188621,76.07481299902543,6820419,862972.0,27476_20191231
11.568917666870563,0.8659356657679966,20191231,12.38,7686981,PENNSYLVANIA,58457,58471.0,6563451,98.65655627952505,6652828,533910.0,58457_20191231
20.64025417903167,1.1435197766434817,20191231,8.12,7605569,CALIFORNIA,1225,85572.0,4359561,74.80032222282274,5828265,1082880.0,1225_20191231
12.401675817607563,1.4614865347576897,20191231,11.07,7293396,MISSOURI,27237,100240.0,5276619,90.97346045135887,5800174,978014.0,27237_20191231
14.30997359617471,1.2488286222486622,20191231,13.43,7233017,HAWAII,32526,88973.0,5080107,80.52170307423168,6308991,699051.0,32526_20191231
13.919844136777703,1.2633877239552485,20191231,13.28,7151922,WASHINGTON,1281,84479.0,4446182,71.31471132117206,6234593,674953.0,1281_20191231
14.679488993459518,1.47767702471209,20191231,10.65,7108356,FLORIDA,131,101533.0,5183279,92.8100190032744,5584827,1003593.0,131_20191231
19.938534625502754,0.783315166994376,20191231,7.49,7043170,CALIFORNIA,32178,55201.0,6195056,117.35505503040406,5278900,753657.0,32178_20191231
13.43235095205253,0.7201993732018199,20191231,7.46,7017594,NEW YORK,58564,50091.0,5750455,113.21406830422289,5079276,684643.0,58564_20191231
14.913498306915706,1.084772714377879,20191231,8.93,6884133,NEW YORK,19842,75062.0,5099761,94.27367785137632,5409528,868199.0,19842_20191231
11.763923479303823,1.57972523366187,20191231,14.85,6849194,ILLINOIS,33935,98945.0,5159789,86.68829930594443,5952117,730526.0,33935_20191231
14.370797321201495,0.3354491640214481,20191231,3.01,6771304,WASHINGTON,32489,23392.0,5307084,98.96693359530158,5362482,751227.0,32489_20191231
18.204643813645525,1.3050074002953616,20191231,9.09,6743520,TEXAS,18297,83466.0,3543790,75.19283096566556,4712936,949680.0,18297_20191231
